insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (449, 'Faker Internal Movement', 'Lot E', '30/06/2023', '25/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (321, 'Faker Internal Movement', 'Lot A', '13/08/2023', '05/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (854, 'Faker Internal Movement', 'Lot D', '29/03/2023', '01/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (729, 'Faker Internal Movement', 'Lot B', '24/02/2023', '01/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (180, 'Faker Internal Movement', 'Lot C', '13/01/2023', '08/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (751, 'Faker Internal Movement', 'Lot A', '24/11/2022', '07/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (522, 'Faker Internal Movement', 'Lot B', '31/05/2023', '24/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (15, 'Faker Internal Movement', 'Lot B', '23/10/2022', '05/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (163, 'Faker Internal Movement', 'Lot E', '22/12/2022', '04/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (189, 'Faker Internal Movement', 'Lot C', '17/03/2023', '17/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (425, 'Faker Internal Movement', 'Lot D', '12/06/2023', '31/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (499, 'Faker Internal Movement', 'Lot C', '14/12/2022', '06/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (889, 'Faker Internal Movement', 'Lot B', '31/10/2022', '16/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (725, 'Faker Internal Movement', 'Lot A', '01/04/2023', '13/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (927, 'Faker Internal Movement', 'Lot D', '09/02/2023', '07/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (369, 'Faker Internal Movement', 'Lot D', '30/07/2023', '22/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (911, 'Faker Internal Movement', 'Lot D', '26/06/2023', '06/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (18, 'Faker Internal Movement', 'Lot C', '15/11/2022', '30/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (789, 'Faker Internal Movement', 'Lot A', '11/05/2023', '21/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (839, 'Faker Internal Movement', 'Lot E', '29/04/2023', '01/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (862, 'Faker Internal Movement', 'Lot E', '14/06/2023', '13/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (746, 'Faker Internal Movement', 'Lot E', '17/05/2023', '30/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (325, 'Faker Internal Movement', 'Lot B', '28/12/2022', '25/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (851, 'Faker Internal Movement', 'Lot B', '20/12/2022', '22/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (887, 'Faker Internal Movement', 'Lot D', '22/02/2023', '26/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (911, 'Faker Internal Movement', 'Lot A', '21/12/2022', '06/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (855, 'Faker Internal Movement', 'Lot E', '02/02/2023', '19/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (256, 'Faker Internal Movement', 'Lot B', '25/01/2023', '12/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (174, 'Faker Internal Movement', 'Lot A', '05/07/2023', '09/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (742, 'Faker Internal Movement', 'Lot A', '25/07/2023', '10/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (366, 'Faker Internal Movement', 'Lot D', '05/03/2023', '06/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (987, 'Faker Internal Movement', 'Lot B', '03/11/2022', '18/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (564, 'Faker Internal Movement', 'Lot B', '21/08/2023', '27/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (916, 'Faker Internal Movement', 'Lot C', '30/10/2022', '12/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (38, 'Faker Internal Movement', 'Lot A', '02/01/2023', '05/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (63, 'Faker Internal Movement', 'Lot E', '22/07/2023', '04/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (63, 'Faker Internal Movement', 'Lot C', '10/01/2023', '14/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (568, 'Faker Internal Movement', 'Lot B', '03/12/2022', '23/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (158, 'Faker Internal Movement', 'Lot C', '19/04/2023', '14/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (809, 'Faker Internal Movement', 'Lot A', '21/04/2023', '28/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (785, 'Faker Internal Movement', 'Lot E', '24/08/2023', '04/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (322, 'Faker Internal Movement', 'Lot C', '23/06/2023', '13/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (775, 'Faker Internal Movement', 'Lot C', '16/07/2023', '02/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (331, 'Faker Internal Movement', 'Lot A', '25/01/2023', '13/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (605, 'Faker Internal Movement', 'Lot A', '03/01/2023', '05/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (835, 'Faker Internal Movement', 'Lot E', '10/01/2023', '23/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (162, 'Faker Internal Movement', 'Lot B', '10/11/2022', '12/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (240, 'Faker Internal Movement', 'Lot B', '15/11/2022', '22/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (974, 'Faker Internal Movement', 'Lot B', '16/07/2023', '28/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (843, 'Faker Internal Movement', 'Lot B', '25/03/2023', '26/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (967, 'Faker Internal Movement', 'Lot E', '26/07/2023', '11/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (43, 'Faker Internal Movement', 'Lot B', '12/07/2023', '23/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (388, 'Faker Internal Movement', 'Lot D', '31/07/2023', '26/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (386, 'Faker Internal Movement', 'Lot C', '01/04/2023', '04/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (926, 'Faker Internal Movement', 'Lot A', '10/02/2023', '08/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (952, 'Faker Internal Movement', 'Lot E', '28/06/2023', '08/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (176, 'Faker Internal Movement', 'Lot B', '08/02/2023', '25/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (60, 'Faker Internal Movement', 'Lot A', '31/12/2022', '18/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (503, 'Faker Internal Movement', 'Lot D', '12/03/2023', '16/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (491, 'Faker Internal Movement', 'Lot C', '13/04/2023', '21/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (273, 'Faker Internal Movement', 'Lot A', '04/01/2023', '29/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (781, 'Faker Internal Movement', 'Lot B', '20/01/2023', '27/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (599, 'Faker Internal Movement', 'Lot A', '23/01/2023', '03/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (768, 'Faker Internal Movement', 'Lot B', '22/02/2023', '17/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (579, 'Faker Internal Movement', 'Lot B', '11/02/2023', '09/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (715, 'Faker Internal Movement', 'Lot E', '24/05/2023', '01/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (567, 'Faker Internal Movement', 'Lot A', '14/05/2023', '20/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (313, 'Faker Internal Movement', 'Lot A', '08/12/2022', '19/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (298, 'Faker Internal Movement', 'Lot B', '27/05/2023', '06/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (887, 'Faker Internal Movement', 'Lot E', '08/04/2023', '27/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (573, 'Faker Internal Movement', 'Lot B', '20/04/2023', '29/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (262, 'Faker Internal Movement', 'Lot E', '01/04/2023', '26/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (590, 'Faker Internal Movement', 'Lot B', '09/05/2023', '30/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (719, 'Faker Internal Movement', 'Lot E', '14/05/2023', '10/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (286, 'Faker Internal Movement', 'Lot C', '29/04/2023', '31/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (806, 'Faker Internal Movement', 'Lot B', '14/03/2023', '21/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (961, 'Faker Internal Movement', 'Lot D', '03/08/2023', '29/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (641, 'Faker Internal Movement', 'Lot D', '01/12/2022', '11/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (420, 'Faker Internal Movement', 'Lot C', '02/11/2022', '30/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (41, 'Faker Internal Movement', 'Lot A', '26/07/2023', '13/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (465, 'Faker Internal Movement', 'Lot C', '25/11/2022', '05/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (108, 'Faker Internal Movement', 'Lot B', '07/04/2023', '02/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (263, 'Faker Internal Movement', 'Lot A', '24/08/2023', '24/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (338, 'Faker Internal Movement', 'Lot A', '06/04/2023', '03/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (48, 'Faker Internal Movement', 'Lot C', '15/07/2023', '18/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (187, 'Faker Internal Movement', 'Lot A', '01/04/2023', '26/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (626, 'Faker Internal Movement', 'Lot C', '04/02/2023', '01/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (756, 'Faker Internal Movement', 'Lot A', '23/08/2023', '06/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (797, 'Faker Internal Movement', 'Lot D', '26/01/2023', '24/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (789, 'Faker Internal Movement', 'Lot A', '22/03/2023', '13/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (203, 'Faker Internal Movement', 'Lot B', '29/04/2023', '17/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (259, 'Faker Internal Movement', 'Lot D', '23/07/2023', '23/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (1002, 'Faker Internal Movement', 'Lot B', '12/05/2023', '21/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (65, 'Faker Internal Movement', 'Lot A', '07/01/2023', '30/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (228, 'Faker Internal Movement', 'Lot E', '07/01/2023', '27/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (788, 'Faker Internal Movement', 'Lot D', '17/02/2023', '14/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (890, 'Faker Internal Movement', 'Lot E', '09/06/2023', '24/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (330, 'Faker Internal Movement', 'Lot A', '08/01/2023', '20/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (394, 'Faker Internal Movement', 'Lot E', '14/04/2023', '10/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (591, 'Faker Internal Movement', 'Lot E', '02/06/2023', '03/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (756, 'Faker Internal Movement', 'Lot B', '14/12/2022', '08/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (756, 'Faker Internal Movement', 'Lot D', '06/02/2023', '10/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (320, 'Faker Internal Movement', 'Lot B', '16/08/2023', '15/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (284, 'Faker Internal Movement', 'Lot A', '08/11/2022', '06/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (436, 'Faker Internal Movement', 'Lot D', '06/07/2023', '31/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (371, 'Faker Internal Movement', 'Lot D', '01/02/2023', '19/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (748, 'Faker Internal Movement', 'Lot C', '05/06/2023', '30/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (590, 'Faker Internal Movement', 'Lot B', '27/06/2023', '15/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (30, 'Faker Internal Movement', 'Lot B', '21/05/2023', '21/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (591, 'Faker Internal Movement', 'Lot B', '15/12/2022', '31/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (314, 'Faker Internal Movement', 'Lot A', '15/05/2023', '25/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (874, 'Faker Internal Movement', 'Lot E', '02/05/2023', '16/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (614, 'Faker Internal Movement', 'Lot E', '25/11/2022', '13/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (527, 'Faker Internal Movement', 'Lot E', '09/03/2023', '08/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (983, 'Faker Internal Movement', 'Lot A', '10/02/2023', '18/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (582, 'Faker Internal Movement', 'Lot E', '27/10/2022', '30/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (802, 'Faker Internal Movement', 'Lot D', '07/01/2023', '14/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (891, 'Faker Internal Movement', 'Lot E', '15/12/2022', '16/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (254, 'Faker Internal Movement', 'Lot B', '24/11/2022', '18/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (21, 'Faker Internal Movement', 'Lot E', '01/03/2023', '26/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (268, 'Faker Internal Movement', 'Lot E', '22/01/2023', '11/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (549, 'Faker Internal Movement', 'Lot E', '23/06/2023', '18/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (499, 'Faker Internal Movement', 'Lot E', '27/04/2023', '03/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (622, 'Faker Internal Movement', 'Lot E', '04/08/2023', '01/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (465, 'Faker Internal Movement', 'Lot B', '25/06/2023', '10/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (266, 'Faker Internal Movement', 'Lot C', '27/03/2023', '06/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (539, 'Faker Internal Movement', 'Lot E', '23/02/2023', '23/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (759, 'Faker Internal Movement', 'Lot D', '31/07/2023', '06/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (45, 'Faker Internal Movement', 'Lot C', '12/08/2023', '16/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (645, 'Faker Internal Movement', 'Lot C', '26/03/2023', '22/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (562, 'Faker Internal Movement', 'Lot C', '14/06/2023', '30/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (401, 'Faker Internal Movement', 'Lot C', '07/07/2023', '16/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (153, 'Faker Internal Movement', 'Lot B', '25/02/2023', '05/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (170, 'Faker Internal Movement', 'Lot B', '21/11/2022', '20/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (638, 'Faker Internal Movement', 'Lot E', '01/12/2022', '02/11/2022');
--insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (652, 'Faker Internal Movement', 'Lot D', '26/02/2023', '06/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (6, 'Faker Internal Movement', 'Lot A', '10/02/2023', '28/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (789, 'Faker Internal Movement', 'Lot E', '17/08/2023', '19/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (492, 'Faker Internal Movement', 'Lot D', '06/04/2023', '17/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (113, 'Faker Internal Movement', 'Lot C', '18/01/2023', '18/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (723, 'Faker Internal Movement', 'Lot B', '26/07/2023', '06/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (874, 'Faker Internal Movement', 'Lot D', '22/02/2023', '04/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (339, 'Faker Internal Movement', 'Lot B', '23/11/2022', '13/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (614, 'Faker Internal Movement', 'Lot D', '16/08/2023', '12/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (379, 'Faker Internal Movement', 'Lot E', '15/12/2022', '05/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (162, 'Faker Internal Movement', 'Lot E', '19/01/2023', '20/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (733, 'Faker Internal Movement', 'Lot E', '10/07/2023', '18/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (846, 'Faker Internal Movement', 'Lot D', '05/07/2023', '10/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (909, 'Faker Internal Movement', 'Lot B', '29/11/2022', '30/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (590, 'Faker Internal Movement', 'Lot D', '11/11/2022', '06/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (327, 'Faker Internal Movement', 'Lot C', '29/06/2023', '23/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (914, 'Faker Internal Movement', 'Lot E', '24/10/2022', '18/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (726, 'Faker Internal Movement', 'Lot E', '06/02/2023', '07/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (790, 'Faker Internal Movement', 'Lot B', '05/12/2022', '11/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (961, 'Faker Internal Movement', 'Lot D', '06/05/2023', '09/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (677, 'Faker Internal Movement', 'Lot B', '11/07/2023', '02/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (753, 'Faker Internal Movement', 'Lot C', '25/03/2023', '26/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (805, 'Faker Internal Movement', 'Lot C', '23/08/2023', '19/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (218, 'Faker Internal Movement', 'Lot E', '18/02/2023', '29/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (248, 'Faker Internal Movement', 'Lot D', '03/03/2023', '29/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (717, 'Faker Internal Movement', 'Lot B', '11/08/2023', '19/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (451, 'Faker Internal Movement', 'Lot A', '06/11/2022', '14/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (323, 'Faker Internal Movement', 'Lot C', '26/01/2023', '15/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (322, 'Faker Internal Movement', 'Lot C', '10/04/2023', '21/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (422, 'Faker Internal Movement', 'Lot D', '15/11/2022', '21/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (450, 'Faker Internal Movement', 'Lot A', '07/01/2023', '13/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (401, 'Faker Internal Movement', 'Lot E', '02/06/2023', '22/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (753, 'Faker Internal Movement', 'Lot D', '06/08/2023', '04/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (565, 'Faker Internal Movement', 'Lot C', '21/10/2022', '28/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (739, 'Faker Internal Movement', 'Lot E', '07/04/2023', '05/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (737, 'Faker Internal Movement', 'Lot D', '15/02/2023', '11/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (827, 'Faker Internal Movement', 'Lot A', '23/08/2023', '21/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (804, 'Faker Internal Movement', 'Lot C', '26/11/2022', '11/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (474, 'Faker Internal Movement', 'Lot A', '13/08/2023', '14/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (855, 'Faker Internal Movement', 'Lot C', '02/07/2023', '11/11/2022');
--insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (555, 'Faker Internal Movement', 'Lot A', '12/05/2023', '03/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (687, 'Faker Internal Movement', 'Lot A', '17/08/2023', '30/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (651, 'Faker Internal Movement', 'Lot B', '02/12/2022', '28/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (814, 'Faker Internal Movement', 'Lot B', '20/07/2023', '27/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (225, 'Faker Internal Movement', 'Lot A', '25/12/2022', '12/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (946, 'Faker Internal Movement', 'Lot C', '27/05/2023', '30/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (394, 'Faker Internal Movement', 'Lot E', '28/06/2023', '08/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (215, 'Faker Internal Movement', 'Lot B', '06/08/2023', '30/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (230, 'Faker Internal Movement', 'Lot D', '11/02/2023', '29/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (685, 'Faker Internal Movement', 'Lot C', '07/04/2023', '19/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (364, 'Faker Internal Movement', 'Lot C', '17/03/2023', '11/10/2022');
