insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (10, 190, 4, 65, 110, 'Lot A', 90, 254, 132, '10/11/2022', '06/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (127, 33, 6, 9, 133, 'Lot B', 210, 366, 309, '22/07/2024', '25/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (136, 74, 7, 26, 76, 'Lot D', 204, 29, 374, '26/03/2024', '03/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (112, 198, 7, 151, 62, 'Lot D', 135, 185, 324, '26/12/2024', '17/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (120, 144, 11, 140, 34, 'Lot E', 86, 147, 406, '21/02/2023', '10/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (120, 171, 1, 93, 63, 'Lot E', 148, 94, 102, '19/08/2023', '31/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (14, 99, 8, 145, 83, 'Lot E', 160, 254, 631, '08/06/2023', '07/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (119, 198, 15, 154, 93, 'Lot E', 133, 322, 76, '14/12/2024', '20/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (104, 1, 10, 55, 92, 'Lot A', 263, 77, 304, '01/02/2023', '09/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (73, 88, 9, 56, 23, 'Lot B', 231, 35, 556, '18/01/2024', '07/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (75, 58, 11, 115, 100, 'Lot D', 80, 210, 679, '11/11/2024', '12/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (15, 173, 15, 58, 52, 'Lot E', 189, 148, 303, '26/11/2024', '25/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (24, 126, 12, 112, 26, 'Lot C', 52, 194, 377, '16/07/2024', '20/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (135, 91, 16, 133, 119, 'Lot E', 163, 368, 332, '13/01/2023', '08/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (124, 57, 15, 119, 109, 'Lot A', 126, 236, 340, '08/12/2023', '12/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (107, 165, 1, 127, 14, 'Lot B', 280, 25, 373, '02/08/2024', '19/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (104, 27, 4, 20, 40, 'Lot E', 192, 88, 153, '15/12/2024', '14/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (12, 106, 3, 24, 120, 'Lot E', 166, 91, 139, '25/04/2023', '14/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (80, 135, 6, 24, 59, 'Lot D', 79, 224, 277, '21/04/2023', '14/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (79, 84, 7, 102, 4, 'Lot B', 290, 378, 306, '23/07/2024', '12/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (17, 48, 8, 64, 101, 'Lot C', 54, 170, 101, '01/04/2023', '05/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (90, 52, 17, 67, 100, 'Lot C', 273, 190, 295, '19/11/2024', '05/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (102, 11, 1, 52, 72, 'Lot E', 199, 206, 211, '02/06/2024', '07/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (96, 195, 7, 146, 93, 'Lot E', 56, 296, 430, '15/03/2024', '26/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (9, 171, 10, 88, 94, 'Lot E', 203, 102, 611, '30/12/2022', '24/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (74, 148, 12, 1, 15, 'Lot A', 195, 158, 400, '01/07/2024', '07/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (45, 100, 9, 85, 32, 'Lot C', 53, 251, 494, '30/08/2023', '26/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (25, 163, 14, 92, 83, 'Lot C', 206, 322, 572, '22/09/2023', '30/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (39, 170, 1, 50, 91, 'Lot E', 243, 277, 76, '05/05/2024', '01/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (109, 45, 6, 31, 116, 'Lot E', 290, 240, 623, '04/07/2024', '03/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (108, 79, 14, 131, 92, 'Lot D', 226, 90, 171, '25/03/2024', '26/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (90, 133, 9, 93, 7, 'Lot D', 136, 392, 276, '20/01/2024', '01/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (2, 189, 6, 122, 90, 'Lot D', 96, 203, 683, '23/06/2023', '24/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (36, 93, 16, 62, 62, 'Lot E', 97, 311, 33, '29/06/2023', '06/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (106, 6, 13, 4, 14, 'Lot D', 231, 187, 418, '06/02/2023', '28/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (77, 128, 13, 4, 17, 'Lot D', 179, 299, 263, '01/01/2023', '01/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (141, 60, 3, 56, 105, 'Lot A', 232, 251, 324, '11/12/2022', '18/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (22, 144, 6, 41, 4, 'Lot E', 85, 66, 204, '21/09/2024', '02/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (136, 26, 6, 133, 93, 'Lot B', 292, 160, 75, '08/11/2023', '14/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (114, 55, 5, 1, 71, 'Lot D', 181, 254, 356, '01/10/2024', '08/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (74, 123, 2, 52, 92, 'Lot E', 88, 53, 516, '13/07/2024', '17/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (22, 80, 10, 14, 90, 'Lot B', 292, 329, 418, '18/03/2023', '09/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (45, 195, 1, 27, 26, 'Lot C', 199, 258, 427, '24/05/2023', '01/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (140, 163, 14, 93, 19, 'Lot B', 284, 186, 409, '10/12/2024', '31/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (118, 56, 5, 56, 25, 'Lot D', 67, 365, 414, '03/04/2023', '22/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (32, 27, 16, 66, 123, 'Lot E', 120, 185, 662, '28/07/2024', '21/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (47, 103, 6, 75, 131, 'Lot E', 110, 121, 332, '04/03/2024', '05/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (29, 127, 13, 146, 75, 'Lot D', 152, 379, 139, '17/02/2024', '29/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (85, 66, 1, 6, 53, 'Lot C', 137, 398, 289, '17/12/2022', '05/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (111, 34, 10, 42, 8, 'Lot A', 102, 354, 618, '05/03/2023', '19/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (7, 184, 6, 3, 23, 'Lot D', 105, 117, 619, '26/11/2022', '30/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (53, 164, 9, 2, 101, 'Lot A', 150, 174, 331, '23/10/2023', '27/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (113, 180, 3, 51, 9, 'Lot B', 286, 386, 413, '11/05/2024', '02/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (74, 198, 10, 154, 83, 'Lot B', 84, 172, 209, '03/12/2023', '13/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (65, 161, 4, 136, 13, 'Lot D', 224, 302, 220, '05/12/2023', '19/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (138, 169, 14, 92, 55, 'Lot C', 252, 214, 665, '08/02/2023', '11/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (9, 2, 14, 86, 39, 'Lot D', 35, 208, 427, '20/07/2023', '16/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (141, 40, 9, 144, 105, 'Lot E', 195, 231, 583, '09/02/2023', '02/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (46, 69, 17, 129, 56, 'Lot D', 69, 297, 267, '25/03/2024', '24/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (82, 27, 4, 122, 103, 'Lot A', 223, 211, 422, '11/11/2022', '05/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (136, 149, 9, 31, 17, 'Lot C', 146, 366, 479, '18/03/2024', '16/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (106, 23, 17, 153, 67, 'Lot E', 182, 118, 568, '31/03/2023', '10/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (46, 83, 6, 39, 85, 'Lot D', 94, 329, 32, '21/12/2024', '12/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (87, 160, 15, 110, 32, 'Lot E', 104, 54, 30, '15/09/2023', '16/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (141, 137, 8, 147, 76, 'Lot B', 111, 293, 195, '31/10/2024', '02/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (105, 106, 11, 133, 114, 'Lot C', 217, 296, 266, '26/10/2023', '20/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (53, 162, 2, 153, 63, 'Lot C', 120, 72, 317, '05/08/2024', '15/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (101, 164, 10, 125, 10, 'Lot E', 127, 294, 617, '04/01/2024', '30/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (89, 67, 16, 98, 75, 'Lot C', 93, 187, 109, '06/11/2023', '11/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (104, 197, 5, 34, 87, 'Lot A', 236, 114, 75, '24/07/2023', '10/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (29, 81, 6, 42, 1, 'Lot E', 259, 38, 419, '16/08/2024', '17/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (102, 110, 12, 141, 41, 'Lot D', 108, 395, 299, '11/03/2024', '04/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (73, 61, 9, 43, 5, 'Lot D', 229, 374, 242, '11/03/2023', '20/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (81, 51, 14, 127, 23, 'Lot A', 104, 103, 599, '09/09/2024', '08/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (109, 19, 4, 110, 68, 'Lot C', 42, 89, 166, '12/07/2024', '06/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (3, 27, 7, 133, 32, 'Lot D', 139, 257, 681, '04/04/2024', '23/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (16, 54, 1, 2, 120, 'Lot A', 290, 191, 457, '13/02/2023', '08/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (26, 22, 7, 100, 3, 'Lot B', 259, 28, 516, '10/08/2023', '19/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (79, 5, 16, 122, 9, 'Lot B', 254, 163, 116, '28/01/2024', '10/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (123, 26, 13, 135, 93, 'Lot B', 234, 233, 480, '02/12/2022', '09/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (90, 144, 11, 144, 84, 'Lot C', 276, 101, 502, '07/07/2024', '20/11/2022', 'Expiration notice Nearby', 1);
